category,price,quantity,delivery_status,payment_method,device_type,channel,customer_segment,shipping_delay_days,order_month,order_day,order_dayofweek,order_hour,shipping_month,shipping_day,shipping_dayofweek,shipping_hour,is_weekend_order,shipping_city,shipping_state,billing_city,billing_state,product_popularity
Clothing,232.14,1,Returned,Credit Card,Tablet,Organic,VIP,6.0,11,18,0,14,11,24,6,14,0,East Jessicaburgh,Missouri,Port Williamhaven,Connecticut,13
Books,206.44,4,Delivered,Debit Card,Desktop,Email,VIP,4.0,11,18,0,14,11,22,4,14,0,Lake Brooke,Maine,North Jenna,Massachusetts,7
Home,136.18,1,Delivered,Apple Pay,Tablet,Social,Returning,2.0,11,18,0,14,11,20,2,14,0,Angelashire,Kentucky,Melissamouth,New Jersey,14
Books,320.8,3,Shipped,Debit Card,Desktop,Paid Search,New,6.0,11,18,0,14,11,24,6,14,0,Gregorystad,West Virginia,Port Michael,Wisconsin,12
Clothing,355.05,2,Delivered,Apple Pay,Mobile,Email,VIP,7.0,11,18,0,14,11,25,0,14,0,Donnachester,Nevada,Woodbury,Kansas,12
Books,330.44,2,Shipped,PayPal,Mobile,Paid Search,VIP,1.0,11,18,0,14,11,19,1,14,0,New Williammouth,Idaho,Hallhaven,New Jersey,11
Home,490.68,2,Delivered,PayPal,Desktop,Organic,Returning,1.0,11,18,0,14,11,19,1,14,0,North Kenneth,Maryland,Johnsonburgh,New York,10
Electronics,433.45,1,Delivered,Debit Card,Tablet,Paid Search,VIP,3.0,11,18,0,14,11,21,3,14,0,West Tyler,Hawaii,New Geoffreyland,South Carolina,7
Home,69.25,1,Shipped,PayPal,Tablet,Social,VIP,5.0,11,18,0,14,11,23,5,14,0,West Nathanielfort,Arkansas,Copelandton,Vermont,13
Home,250.3,2,Delivered,Credit Card,Tablet,Email,VIP,4.0,11,18,0,14,11,22,4,14,0,Nelsonland,Maine,West Kyle,Massachusetts,10
Toys,134.65,3,Delivered,Debit Card,Mobile,Paid Search,VIP,7.0,11,18,0,14,11,25,0,14,0,Lake Jamesborough,Pennsylvania,Shawbury,West Virginia,14
Electronics,267.22,3,Delivered,Google Pay,Desktop,Paid Search,Returning,6.0,11,18,0,14,11,24,6,14,0,East Debraburgh,Oregon,West Jake,New Jersey,9
Beauty,329.43,1,Delivered,Apple Pay,Tablet,Email,VIP,4.0,11,18,0,14,11,22,4,14,0,North Juan,Nebraska,Castroville,Nevada,7
Home,323.2,2,Delivered,PayPal,Mobile,Organic,VIP,1.0,11,18,0,14,11,19,1,14,0,Gomezberg,California,Apriltown,West Virginia,14
Beauty,289.38,4,Delivered,Google Pay,Tablet,Social,Returning,5.0,11,18,0,14,11,23,5,14,0,Robertsonburgh,Kansas,North Maria,Montana,10
Electronics,363.51,1,Shipped,Debit Card,Desktop,Social,VIP,3.0,11,18,0,14,11,21,3,14,0,Melaniefort,Ohio,Kevintown,Pennsylvania,7
Toys,171.17,1,Returned,Apple Pay,Tablet,Paid Search,VIP,6.0,11,18,0,14,11,24,6,14,0,Michaelchester,Vermont,Davidbury,Utah,17
Electronics,432.42,1,Delivered,PayPal,Desktop,Paid Search,VIP,2.0,11,18,0,14,11,20,2,14,0,North Tonya,Vermont,North Erikview,Georgia,14
Toys,114.91,1,Shipped,Apple Pay,Tablet,Paid Search,New,7.0,11,18,0,14,11,25,0,14,0,Anthonyburgh,Wyoming,Port Morgan,Wisconsin,9
Beauty,49.97,2,Returned,PayPal,Mobile,Paid Search,VIP,1.0,11,18,0,14,11,19,1,14,0,Jamesmouth,Wyoming,Newtonberg,New Hampshire,6
Clothing,272.2,1,Delivered,PayPal,Tablet,Paid Search,VIP,6.0,11,18,0,14,11,24,6,14,0,South Andrea,Ohio,Johnstonborough,Rhode Island,12
Toys,153.49,1,Delivered,Credit Card,Mobile,Social,Returning,2.0,11,18,0,14,11,20,2,14,0,Lake Phillipfurt,Michigan,Armstrongborough,Florida,12
Beauty,77.8,1,Delivered,Apple Pay,Mobile,Email,VIP,3.0,11,18,0,14,11,21,3,14,0,Mcgeetown,Montana,Port Vincentmouth,North Dakota,6
Beauty,75.31,3,Delivered,Debit Card,Mobile,Social,Returning,6.0,11,18,0,14,11,24,6,14,0,Danielland,Texas,West Bradley,New Mexico,10
Books,236.05,2,Returned,Apple Pay,Mobile,Paid Search,Returning,1.0,11,18,0,14,11,19,1,14,0,Frankland,Minnesota,Lake Laurenmouth,New Hampshire,5
Electronics,452.78,2,Shipped,PayPal,Desktop,Paid Search,Returning,7.0,11,18,0,14,11,25,0,14,0,Port Mariahaven,Alaska,Leslieport,Kansas,9
Beauty,402.6,3,Returned,Credit Card,Desktop,Paid Search,VIP,6.0,11,18,0,14,11,24,6,14,0,North Charles,Maine,Port Pamela,Wisconsin,9
Books,178.04,1,Returned,Google Pay,Mobile,Paid Search,New,2.0,11,18,0,14,11,20,2,14,0,East Ruth,Pennsylvania,Jamesport,Tennessee,8
Clothing,93.62,4,Shipped,PayPal,Tablet,Paid Search,Returning,3.0,11,19,1,14,11,22,4,14,0,North Caroline,Delaware,Smithchester,Massachusetts,11
Toys,71.5,2,Delivered,Credit Card,Mobile,Paid Search,VIP,2.0,11,19,1,14,11,21,3,14,0,Dawnborough,Oregon,Vangchester,Alabama,12
Books,160.58,1,Shipped,PayPal,Mobile,Social,Returning,3.0,11,19,1,14,11,22,4,14,0,South Rachelfort,Mississippi,Smithmouth,Tennessee,12
Clothing,238.4,1,Delivered,Apple Pay,Tablet,Organic,VIP,5.0,11,19,1,14,11,24,6,14,0,South Leslie,South Carolina,Port Troy,Delaware,12
Toys,335.31,1,Shipped,Debit Card,Desktop,Organic,VIP,2.0,11,19,1,14,11,21,3,14,0,Leestad,New Hampshire,Katiemouth,West Virginia,10
Beauty,373.52,4,Delivered,Google Pay,Tablet,Social,Returning,5.0,11,19,1,14,11,24,6,14,0,New Donald,Arizona,North Manuelmouth,Tennessee,8
Clothing,488.83,5,Delivered,Debit Card,Tablet,Email,Returning,6.0,11,19,1,14,11,25,0,14,0,East Anne,Wisconsin,Anthonyshire,New York,9
Toys,400.38,3,Shipped,Google Pay,Desktop,Email,VIP,6.0,11,19,1,14,11,25,0,14,0,Lake Jessica,Vermont,West Brianside,Minnesota,12
Beauty,305.82,1,Delivered,PayPal,Desktop,Paid Search,VIP,2.0,11,19,1,14,11,21,3,14,0,South Patriciaton,Maine,Port Ryanborough,South Carolina,14
Electronics,444.83,3,Shipped,Credit Card,Mobile,Social,VIP,3.0,11,19,1,14,11,22,4,14,0,Lake Linda,Delaware,Lake Katherine,Tennessee,7
Toys,203.24,3,Delivered,Google Pay,Desktop,Email,Returning,5.0,11,19,1,14,11,24,6,14,0,Port Zacharytown,Hawaii,Whiteview,Indiana,10
Books,359.54,1,Delivered,Credit Card,Desktop,Social,VIP,5.0,11,19,1,14,11,24,6,14,0,South Michael,North Carolina,Lake Carlaview,Massachusetts,12
Books,184.52,4,Pending,PayPal,Mobile,Social,Returning,2.0,11,19,1,14,11,21,3,14,0,Lake Tammy,Idaho,Baileymouth,Arkansas,9
Home,180.92,3,Delivered,Google Pay,Tablet,Paid Search,VIP,2.0,11,19,1,14,11,21,3,14,0,South Andreamouth,Wyoming,Dalefort,Missouri,12
Electronics,488.36,1,Delivered,PayPal,Tablet,Social,VIP,7.0,11,19,1,14,11,26,1,14,0,Debramouth,North Dakota,West Rachel,South Dakota,11
Electronics,254.64,2,Shipped,Google Pay,Desktop,Social,Returning,5.0,11,19,1,14,11,24,6,14,0,Allenland,South Dakota,North Emily,Michigan,6
Home,228.18,2,Delivered,PayPal,Mobile,Email,Returning,2.0,11,19,1,14,11,21,3,14,0,Matthewborough,Nevada,Sethhaven,Arkansas,17
Electronics,54.43,1,Returned,Google Pay,Tablet,Organic,Returning,5.0,11,19,1,14,11,24,6,14,0,Hayesbury,Nevada,Hunterchester,Montana,8
Books,141.82,1,Delivered,PayPal,Mobile,Paid Search,Returning,4.0,11,19,1,14,11,23,5,14,0,West Brian,Tennessee,Melaniechester,North Dakota,6
Electronics,96.82,2,Delivered,Apple Pay,Tablet,Paid Search,VIP,5.0,11,19,1,14,11,24,6,14,0,Thomasshire,Texas,Paulashire,Georgia,13
Electronics,251.32,2,Delivered,Google Pay,Tablet,Paid Search,Returning,6.0,11,19,1,14,11,25,0,14,0,New Justinbury,Washington,Gregorymouth,Wyoming,7
Clothing,301.03,1,Delivered,Google Pay,Desktop,Social,VIP,3.0,11,19,1,14,11,22,4,14,0,Boydchester,Indiana,New Brandon,Iowa,12
Clothing,336.34,2,Shipped,Credit Card,Desktop,Organic,VIP,6.0,11,19,1,14,11,25,0,14,0,Kingmouth,Maryland,Lake Melissa,Alaska,11
Toys,211.42,1,Delivered,Apple Pay,Desktop,Organic,VIP,4.0,11,19,1,14,11,23,5,14,0,Port Jennifer,New Hampshire,Davisview,Illinois,7
Beauty,393.77,4,Shipped,PayPal,Desktop,Paid Search,VIP,2.0,11,20,2,14,11,22,4,14,0,Burgesston,Utah,South Elizabethtown,Illinois,9
Books,51.65,3,Delivered,Debit Card,Tablet,Paid Search,Returning,6.0,11,20,2,14,11,26,1,14,0,Mckenziemouth,Ohio,Davilaborough,North Carolina,11
Home,267.99,4,Shipped,PayPal,Tablet,Email,New,6.0,11,20,2,14,11,26,1,14,0,Lake Ashleyport,Louisiana,Lake Phillip,South Carolina,15
Clothing,336.32,2,Delivered,Google Pay,Tablet,Social,VIP,6.0,11,20,2,14,11,26,1,14,0,West John,Michigan,Ruthview,Nebraska,9
Electronics,49.55,1,Delivered,Apple Pay,Mobile,Paid Search,Returning,3.0,11,20,2,14,11,23,5,14,0,Lake Alexandria,South Carolina,New Stephen,Alabama,16
Toys,320.85,4,Delivered,Apple Pay,Mobile,Social,VIP,5.0,11,20,2,14,11,25,0,14,0,North Elizabethshire,South Carolina,East Jessicamouth,Washington,12
Clothing,364.32,2,Returned,Debit Card,Desktop,Paid Search,VIP,2.0,11,20,2,14,11,22,4,14,0,Port Brentland,Maryland,Obrienview,Indiana,11
Home,361.51,1,Delivered,Credit Card,Desktop,Organic,Returning,1.0,11,20,2,14,11,21,3,14,0,Hardingshire,North Carolina,North Alexander,Vermont,20
Clothing,406.97,1,Delivered,Debit Card,Mobile,Social,Returning,6.0,11,20,2,14,11,26,1,14,0,New Christopher,North Dakota,North Walterborough,Idaho,16
Home,122.65,2,Pending,PayPal,Mobile,Paid Search,VIP,7.0,11,20,2,14,11,27,2,14,0,New Michelle,Montana,Port Rebekah,Washington,6
Toys,189.88,1,Shipped,Apple Pay,Desktop,Social,VIP,1.0,11,20,2,14,11,21,3,14,0,Port Barbaraport,Wisconsin,Lopezville,Georgia,14
Electronics,212.91,5,Pending,PayPal,Desktop,Social,Returning,4.0,11,20,2,14,11,24,6,14,0,Amandaborough,Illinois,Mitchellview,Connecticut,8
Electronics,277.43,3,Delivered,Apple Pay,Mobile,Social,Returning,5.0,11,20,2,14,11,25,0,14,0,North Jamiemouth,Colorado,West Kristenbury,Alaska,12
Toys,247.29,3,Delivered,Credit Card,Desktop,Social,Returning,4.0,11,20,2,14,11,24,6,14,0,West Corey,Rhode Island,South Kyle,Kentucky,7
Home,446.09,2,Delivered,PayPal,Mobile,Organic,Returning,7.0,11,20,2,14,11,27,2,14,0,Port Timothyland,Alaska,New Stephanie,Louisiana,17
Clothing,426.71,1,Shipped,Google Pay,Mobile,Social,New,1.0,11,20,2,14,11,21,3,14,0,New Sheristad,Tennessee,Lake Kathleenburgh,Virginia,9
Books,245.91,1,Delivered,Google Pay,Desktop,Email,VIP,3.0,11,20,2,14,11,23,5,14,0,Garyberg,Texas,South Markhaven,Pennsylvania,11
Beauty,16.76,1,Delivered,Google Pay,Desktop,Email,VIP,7.0,11,20,2,14,11,27,2,14,0,East Sarahshire,Wisconsin,West Joshua,Utah,16
Electronics,109.61,2,Delivered,Credit Card,Tablet,Email,VIP,6.0,11,20,2,14,11,26,1,14,0,Brianton,New Jersey,South Heather,Oklahoma,12
Beauty,100.6,3,Shipped,PayPal,Desktop,Paid Search,VIP,2.0,11,20,2,14,11,22,4,14,0,Jenniferview,Washington,Lake Jim,Michigan,12
Books,17.88,2,Delivered,Apple Pay,Mobile,Social,VIP,5.0,11,20,2,14,11,25,0,14,0,South Teresa,West Virginia,New Johnside,New Jersey,10
Toys,272.45,1,Delivered,Apple Pay,Tablet,Email,VIP,3.0,11,20,2,14,11,23,5,14,0,West Lisamouth,Washington,Buckleyside,Utah,8
Home,459.12,2,Delivered,Apple Pay,Mobile,Paid Search,VIP,4.0,11,20,2,14,11,24,6,14,0,East Robert,South Carolina,Ericchester,Wyoming,13
Electronics,13.95,3,Delivered,Credit Card,Mobile,Organic,New,5.0,11,20,2,14,11,25,0,14,0,Port Dylan,Nebraska,South Brian,Maine,10
Toys,212.5,3,Delivered,Debit Card,Desktop,Organic,VIP,5.0,11,20,2,14,11,25,0,14,0,East Miguel,Alaska,Lake Jonathan,Iowa,12
Clothing,378.78,4,Delivered,Debit Card,Mobile,Organic,Returning,5.0,11,20,2,14,11,25,0,14,0,South Barbaramouth,Delaware,New Justinchester,Georgia,14
Books,210.77,4,Delivered,Apple Pay,Desktop,Organic,VIP,5.0,11,20,2,14,11,25,0,14,0,Pamelamouth,Oklahoma,Elizabethshire,Connecticut,7
Clothing,108.63,1,Pending,PayPal,Desktop,Organic,VIP,1.0,11,20,2,14,11,21,3,14,0,New Rebecca,Wisconsin,Kellyport,Arizona,7
Clothing,233.08,4,Pending,Google Pay,Tablet,Paid Search,VIP,7.0,11,20,2,14,11,27,2,14,0,Robertsmouth,Ohio,Port Joseph,Wisconsin,11
Beauty,201.43,1,Delivered,Credit Card,Mobile,Paid Search,Returning,1.0,11,20,2,14,11,21,3,14,0,Jennifershire,Colorado,East Theresa,Maryland,12
Toys,413.89,1,Delivered,Apple Pay,Mobile,Paid Search,VIP,1.0,11,20,2,14,11,21,3,14,0,Aguilarbury,Minnesota,Langbury,Alabama,16
Books,404.27,1,Delivered,Debit Card,Tablet,Social,VIP,4.0,11,21,3,14,11,25,0,14,0,Rossfort,California,Lake Deannaview,South Dakota,10
Home,438.55,2,Delivered,Google Pay,Desktop,Email,Returning,1.0,11,21,3,14,11,22,4,14,0,Rodriguezhaven,Massachusetts,West Nicholas,Colorado,15
Electronics,335.74,2,Delivered,Apple Pay,Desktop,Email,VIP,5.0,11,21,3,14,11,26,1,14,0,Lake Davidport,Idaho,East Timothy,Oklahoma,9
Toys,27.15,1,Returned,Apple Pay,Tablet,Organic,Returning,2.0,11,21,3,14,11,23,5,14,0,West Mariafurt,New Hampshire,Lake Leslie,Connecticut,12
Home,130.61,1,Delivered,PayPal,Tablet,Social,New,5.0,11,21,3,14,11,26,1,14,0,West Nichole,Virginia,Gonzalesfurt,West Virginia,11
Beauty,234.92,1,Delivered,Debit Card,Desktop,Organic,Returning,5.0,11,21,3,14,11,26,1,14,0,Ariashaven,Kansas,Browntown,New Jersey,9
Electronics,186.24,1,Pending,Google Pay,Mobile,Organic,Returning,5.0,11,21,3,14,11,26,1,14,0,Danielleburgh,Minnesota,Wendyfurt,Illinois,9
Toys,241.28,3,Delivered,PayPal,Tablet,Organic,VIP,7.0,11,21,3,14,11,28,3,14,0,West Cheryl,Oregon,New Christian,Indiana,15
Beauty,52.85,2,Returned,PayPal,Tablet,Organic,Returning,6.0,11,21,3,14,11,27,2,14,0,Averyborough,Ohio,New Loritown,Iowa,10
Clothing,8.76,2,Delivered,Credit Card,Desktop,Social,VIP,5.0,11,21,3,14,11,26,1,14,0,Ashleyland,Vermont,South Karenport,Wyoming,10
Toys,392.23,1,Delivered,Apple Pay,Mobile,Social,VIP,3.0,11,21,3,14,11,24,6,14,0,New Marcbury,Florida,Annefurt,New Hampshire,11
Books,213.79,1,Delivered,Apple Pay,Tablet,Email,VIP,4.0,11,21,3,14,11,25,0,14,0,Port Thomasstad,Vermont,Heatherville,Iowa,9
Beauty,28.16,1,Delivered,Credit Card,Desktop,Paid Search,Returning,5.0,11,21,3,14,11,26,1,14,0,North Jessicachester,North Dakota,West Teresa,Vermont,10
Beauty,285.18,4,Shipped,PayPal,Desktop,Paid Search,Returning,6.0,11,21,3,14,11,27,2,14,0,East Sarahview,Delaware,Meganmouth,Texas,12
Toys,160.93,2,Shipped,Google Pay,Mobile,Paid Search,Returning,3.0,11,21,3,14,11,24,6,14,0,Karenville,Missouri,Lake Misty,Michigan,5
Toys,469.52,3,Returned,Debit Card,Mobile,Organic,VIP,5.0,11,22,4,14,11,27,2,14,0,Mitchellberg,North Dakota,Riverashire,Alaska,8
Books,51.67,1,Delivered,Google Pay,Desktop,Email,New,7.0,11,22,4,14,11,29,4,14,0,East Dawnchester,Delaware,Port Jillchester,Michigan,14
Home,327.59,3,Returned,Apple Pay,Tablet,Email,VIP,5.0,11,22,4,14,11,27,2,14,0,Port Georgemouth,Texas,South William,Massachusetts,11
Beauty,393.25,1,Delivered,PayPal,Desktop,Email,VIP,2.0,11,22,4,14,11,24,6,14,0,Susanton,Texas,North Bryceborough,Michigan,11
Clothing,65.37,4,Delivered,Debit Card,Tablet,Organic,Returning,2.0,11,22,4,14,11,24,6,14,0,Davidchester,Delaware,New Kathleenton,New Hampshire,12
Books,284.58,2,Delivered,Credit Card,Desktop,Organic,VIP,3.0,11,22,4,14,11,25,0,14,0,Lake Patrick,Connecticut,South Elijah,Delaware,8
Electronics,39.92,2,Delivered,Google Pay,Tablet,Email,VIP,7.0,11,22,4,14,11,29,4,14,0,North Nathan,Utah,North Zacharyton,Delaware,11
Electronics,407.1,1,Returned,Google Pay,Mobile,Email,New,1.0,11,22,4,14,11,23,5,14,0,New Roberto,Montana,New Jenniferchester,New Hampshire,10
Beauty,430.59,1,Delivered,Credit Card,Desktop,Email,VIP,5.0,11,22,4,14,11,27,2,14,0,West Johnton,Virginia,Sandraside,Florida,12
Beauty,119.34,1,Delivered,Credit Card,Desktop,Organic,Returning,4.0,11,22,4,14,11,26,1,14,0,Johnville,Illinois,South Paulmouth,Alaska,14
Toys,250.18,2,Delivered,PayPal,Desktop,Social,VIP,5.0,11,22,4,14,11,27,2,14,0,Bakerport,California,South Kenneth,Utah,15
Electronics,368.99,2,Shipped,Apple Pay,Tablet,Social,New,3.0,11,22,4,14,11,25,0,14,0,Kennedyhaven,Kentucky,Patriciaborough,New Hampshire,11
Home,184.0,2,Delivered,Apple Pay,Tablet,Social,Returning,7.0,11,22,4,14,11,29,4,14,0,Emilyview,Nevada,Debrabury,Kansas,17
Beauty,219.95,2,Returned,PayPal,Desktop,Email,New,4.0,11,22,4,14,11,26,1,14,0,East Karen,Florida,Lake Tyroneton,Arkansas,9
Books,204.46,1,Shipped,Debit Card,Desktop,Paid Search,VIP,2.0,11,22,4,14,11,24,6,14,0,Ruizview,Texas,Port Brian,California,12
Clothing,470.39,5,Delivered,Apple Pay,Desktop,Paid Search,VIP,3.0,11,22,4,14,11,25,0,14,0,Lefurt,Oregon,Wrightshire,Mississippi,10
Beauty,306.65,3,Delivered,PayPal,Desktop,Paid Search,VIP,3.0,11,22,4,14,11,25,0,14,0,Josephberg,Wyoming,Tonyside,Alaska,5
Beauty,371.01,5,Delivered,Apple Pay,Tablet,Social,VIP,7.0,11,22,4,14,11,29,4,14,0,Michealbury,Oklahoma,Garrettside,New Jersey,17
Electronics,487.03,4,Pending,Apple Pay,Tablet,Social,VIP,5.0,11,22,4,14,11,27,2,14,0,Rangelfort,Minnesota,North Katelynbury,Delaware,12
Toys,242.59,2,Shipped,Credit Card,Tablet,Organic,VIP,6.0,11,22,4,14,11,28,3,14,0,Ninaborough,Indiana,Danside,Colorado,6
Electronics,465.27,3,Delivered,PayPal,Mobile,Organic,Returning,6.0,11,22,4,14,11,28,3,14,0,New Gregory,Nebraska,Woodsside,Oklahoma,16
Home,157.85,1,Delivered,Debit Card,Tablet,Paid Search,VIP,2.0,11,22,4,14,11,24,6,14,0,Taylormouth,Oregon,Katrinaburgh,North Carolina,5
Beauty,111.36,2,Pending,PayPal,Desktop,Social,VIP,4.0,11,22,4,14,11,26,1,14,0,New Nicholasshire,Alabama,Martinport,Tennessee,10
Clothing,176.98,2,Delivered,Google Pay,Desktop,Social,Returning,3.0,11,22,4,14,11,25,0,14,0,West Nicoleland,Montana,North Matthewfort,South Dakota,17
Home,363.15,2,Delivered,Credit Card,Desktop,Paid Search,Returning,3.0,11,22,4,14,11,25,0,14,0,North Janefurt,Alaska,North Marissaborough,Connecticut,12
Clothing,309.55,3,Shipped,Debit Card,Desktop,Paid Search,Returning,7.0,11,22,4,14,11,29,4,14,0,Johnville,Michigan,South Matthew,Kansas,17
Toys,83.04,1,Shipped,Apple Pay,Desktop,Social,VIP,2.0,11,22,4,14,11,24,6,14,0,Harrismouth,Ohio,West Steven,Rhode Island,11
Beauty,65.69,3,Shipped,Credit Card,Tablet,Paid Search,VIP,2.0,11,22,4,14,11,24,6,14,0,North Victor,Michigan,West Jacquelineshire,Wisconsin,8
Books,305.95,2,Delivered,Credit Card,Tablet,Social,Returning,5.0,11,22,4,14,11,27,2,14,0,Leeville,Wyoming,North Melissafurt,South Dakota,7
Home,83.97,5,Shipped,PayPal,Tablet,Organic,Returning,3.0,11,22,4,14,11,25,0,14,0,Delgadoland,South Carolina,Lake Jeffrey,Michigan,13
Books,398.29,2,Delivered,Apple Pay,Tablet,Organic,Returning,1.0,11,22,4,14,11,23,5,14,0,Edwardport,Louisiana,New William,Arkansas,9
Books,37.99,1,Delivered,Google Pay,Tablet,Email,New,4.0,11,22,4,14,11,26,1,14,0,North Kristinville,Oregon,Bryantbury,Georgia,7
Electronics,344.54,2,Delivered,Credit Card,Desktop,Email,Returning,5.0,11,22,4,14,11,27,2,14,0,Lake Mary,Wyoming,Hannahfort,Vermont,11
Books,14.46,3,Delivered,Apple Pay,Tablet,Email,Returning,1.0,11,23,5,14,11,24,6,14,1,Carlastad,Connecticut,New Douglas,Connecticut,5
Books,30.99,1,Delivered,Apple Pay,Desktop,Email,VIP,4.0,11,23,5,14,11,27,2,14,1,Smithshire,Wyoming,Ramoston,Michigan,12
Home,11.32,1,Delivered,Google Pay,Tablet,Social,VIP,6.0,11,23,5,14,11,29,4,14,1,East Matthew,Kansas,Kaylafort,Missouri,8
Home,32.65,2,Pending,PayPal,Desktop,Paid Search,VIP,3.0,11,23,5,14,11,26,1,14,1,Jenniferville,Louisiana,South Robertmouth,Massachusetts,9
Toys,421.32,1,Delivered,Debit Card,Mobile,Organic,VIP,2.0,11,23,5,14,11,25,0,14,1,East Jamesbury,Alaska,Lake Beverlyfurt,South Carolina,12
Home,454.91,1,Delivered,Debit Card,Desktop,Social,VIP,4.0,11,23,5,14,11,27,2,14,1,North Cynthiahaven,Iowa,Snowview,Connecticut,13
Home,367.71,3,Delivered,Credit Card,Desktop,Organic,VIP,6.0,11,23,5,14,11,29,4,14,1,Alexandraside,Arkansas,Harpertown,New Mexico,13
Books,464.85,1,Delivered,PayPal,Desktop,Paid Search,Returning,7.0,11,23,5,14,11,30,5,14,1,South Sandrabury,Kentucky,Lake Mariah,Connecticut,9
Toys,405.48,2,Delivered,Google Pay,Desktop,Email,VIP,1.0,11,23,5,14,11,24,6,14,1,East Jason,Mississippi,East Leah,Connecticut,10
Electronics,190.51,2,Delivered,PayPal,Tablet,Email,VIP,2.0,11,23,5,14,11,25,0,14,1,West Robert,Louisiana,Bethbury,Maryland,12
Electronics,284.6,2,Delivered,Google Pay,Tablet,Social,Returning,1.0,11,23,5,14,11,24,6,14,1,Lake Margaretton,Vermont,Castrobury,New Hampshire,9
Books,163.79,2,Delivered,Credit Card,Mobile,Social,Returning,5.0,11,23,5,14,11,28,3,14,1,Lisashire,Washington,East David,New Hampshire,10
Books,384.89,1,Delivered,Apple Pay,Mobile,Social,Returning,3.0,11,23,5,14,11,26,1,14,1,Lake Cassandratown,Texas,Port Shawnburgh,South Carolina,13
Home,127.09,1,Delivered,Debit Card,Tablet,Organic,Returning,5.0,11,23,5,14,11,28,3,14,1,Melindaville,Florida,North Ericmouth,North Carolina,5
Electronics,486.5,1,Delivered,Google Pay,Mobile,Organic,Returning,6.0,11,23,5,14,11,29,4,14,1,Lake Isabelchester,Arizona,East Jameston,Maine,7
Home,314.13,1,Delivered,PayPal,Desktop,Email,VIP,6.0,11,23,5,14,11,29,4,14,1,Rachelbury,Tennessee,New Elizabeth,Minnesota,8
Home,13.82,4,Shipped,Apple Pay,Tablet,Organic,VIP,3.0,11,23,5,14,11,26,1,14,1,South Philip,Massachusetts,West Toddmouth,Nevada,6
Beauty,179.72,2,Delivered,Google Pay,Mobile,Paid Search,Returning,1.0,11,23,5,14,11,24,6,14,1,Arianaton,Delaware,West Steve,Montana,8
Home,213.18,1,Delivered,Credit Card,Desktop,Social,Returning,2.0,11,23,5,14,11,25,0,14,1,Lake Grant,Wisconsin,Johnathanfort,Vermont,8
Toys,446.01,1,Delivered,PayPal,Desktop,Social,Returning,5.0,11,23,5,14,11,28,3,14,1,North Richard,Washington,Pearsonbury,Alabama,7
Beauty,293.45,4,Shipped,Debit Card,Mobile,Social,VIP,1.0,11,23,5,14,11,24,6,14,1,Louisville,Maryland,Vickiland,Arkansas,8
Beauty,288.62,1,Delivered,Google Pay,Mobile,Social,VIP,6.0,11,23,5,14,11,29,4,14,1,North John,Florida,Mendezville,Tennessee,13
Toys,272.51,4,Delivered,Credit Card,Mobile,Paid Search,VIP,4.0,11,23,5,14,11,27,2,14,1,North Shane,Arizona,West Karen,Minnesota,7
Books,106.32,2,Delivered,Debit Card,Desktop,Organic,VIP,2.0,11,23,5,14,11,25,0,14,1,New Chadbury,Alaska,Williamberg,Oklahoma,9
Electronics,357.76,1,Delivered,Apple Pay,Tablet,Organic,Returning,4.0,11,23,5,14,11,27,2,14,1,West Natalie,Maine,Starkville,Iowa,11
Toys,24.78,2,Delivered,PayPal,Desktop,Paid Search,Returning,7.0,11,23,5,14,11,30,5,14,1,South Robertton,West Virginia,New Gregory,Idaho,10
Toys,259.59,4,Delivered,Credit Card,Tablet,Social,VIP,5.0,11,24,6,14,11,29,4,14,1,Christopherfort,Indiana,South Teresa,Delaware,12
Toys,276.49,3,Delivered,Debit Card,Mobile,Social,Returning,2.0,11,24,6,14,11,26,1,14,1,Shanemouth,North Carolina,West Melanie,North Dakota,17
Electronics,274.73,2,Delivered,Google Pay,Desktop,Email,VIP,1.0,11,24,6,14,11,25,0,14,1,East Megan,Arizona,Port Christopherfort,Oklahoma,6
Beauty,435.21,1,Shipped,PayPal,Tablet,Paid Search,Returning,3.0,11,24,6,14,11,27,2,14,1,West Richardport,Illinois,West Juan,Alaska,9
Toys,61.45,2,Delivered,PayPal,Mobile,Email,VIP,7.0,11,24,6,14,12,1,6,14,1,South Stefanie,Missouri,Port Amber,Virginia,5
Clothing,98.46,3,Delivered,Google Pay,Tablet,Email,VIP,5.0,11,24,6,14,11,29,4,14,1,Novakton,Hawaii,Davidtown,Minnesota,9
Toys,23.42,2,Delivered,PayPal,Mobile,Organic,VIP,3.0,11,24,6,14,11,27,2,14,1,Christineview,South Dakota,Katherineshire,New Mexico,12
Electronics,65.51,2,Shipped,Debit Card,Desktop,Social,Returning,1.0,11,24,6,14,11,25,0,14,1,North Ericville,Pennsylvania,North Julie,Montana,15
Clothing,30.44,1,Delivered,Apple Pay,Mobile,Organic,Returning,5.0,11,24,6,14,11,29,4,14,1,Martinezmouth,New Mexico,Sandersstad,New Hampshire,13
Toys,339.45,1,Delivered,Credit Card,Tablet,Social,VIP,2.0,11,24,6,14,11,26,1,14,1,Port Lindsayport,Vermont,Matthewmouth,Delaware,13
Clothing,164.78,1,Delivered,PayPal,Desktop,Paid Search,Returning,4.0,11,24,6,14,11,28,3,14,1,Mullinsbury,Texas,Gregorymouth,Massachusetts,15
